<<<<<<< HEAD
id,name,provider,country,level,field_of_study,min_gpa,funding_type,value,deadline,eligibility,language_req,description,apply_url,source_url,source_type,collected_by,date_added,needs_review
SCH-026,Université Paris-Saclay International Master’s Scholarships,Université Paris-Saclay,France,Masters,the selection year,Good academic standing,,"€10,000, €1,000, €650",25/31 March 2026 (annual),"Newly arrived international students, aged 30 and less during the course of the selection year. • Students of foreign nationality living on the French soil for less than a year, previously or currently enrolled in a training course or internship that does not lead to certification. • Students of foreign nationality living on the French soil for less than a year, taking language classes (type FFL).",French,"Last updated: 06 Feb 2026 | CURRENTLY CLOSED Université Paris-Saclay Masters Degree Deadline: 25/31 March 2026 (annual) Study in: France Course starts Sept 2026 Deadline: 25/31 March 2026 (annual) Study in: France Course starts Sept 2026 The Université Paris-Saclay, through the IDEX scholarships, aims to promote access to its master’s (nationally-certified degree) programs to international students, taught in its member establishments, and to make it easier for highly-qualified foreign students to attend its University especially those wishing to develop an academic project through research up to the doctoral level. Université Paris-Saclay, France and enrolled at one of the following member institutions: AgroParisTech, CentraleSupelec, Ecole Normale Supérieure Paris-Saclay (ENS Paris-Saclay), INSTN-CEA, Institut d’Optique Graduate School (IOGS), Université d’Evry-Val-d’Essonne (UEVE), Un",https://www.scholars4dev.com/15259/universite-paris-saclay-international-masters-scholarships-2/,https://www.scholars4dev.com/15259/universite-paris-saclay-international-masters-scholarships-2/,Official,Emmanuel,2026-06-30,yes
SCH-027,Joint Japan World Bank Graduate Scholarship Program,Japan Gov’t/World Bank,Various,Masters,a development-related topic,Good academic standing,Fully Funded,"., Euro, monthly stipend, tuition, travel allowance, health insurance",27 Feb/29 May 2026 (annual),Be a national of a World Bank member developing country on this list; • Not hold dual citizenship of any developed country; • Hold a bachelor’s (or equivalent) degree earned at least 3 years prior to the Application Deadline date; • Be employed in development-related work in a paid full- time position at the time of submitting the scholarship application. Have at least 3 years of paid development,English,"Last updated: 19 Jan 2026 | CURRENTLY CLOSED Japan Gov’t/World Bank Masters Degree Deadline: 27 Feb/29 May 2026 (annual) Study in: selected Countries Course starts AY 2026-2027 Deadline: 27 Feb/29 May 2026 (annual) Study in: selected Countries Course starts AY 2026-2027 The Joint Japan/World Bank Graduate Scholarship Program (JJ/WBGSP) is open to women and men from developing countries with relevant professional experience and a history of supporting their countries’ development efforts who are applying to a master degree program in a development-related topic. JJWBGSP offers scholarships for 41 Participating Programs at universities in U.S., Europe, Africa, Oceania, and Japan. Developing country nationals of World Bank Member Countries A JJWBGSP scholarship provides tuition, a monthly living stipend, round-trip airfare, health insurance, and travel allowance. The scholarships cover the",https://www.scholars4dev.com/2735/japan-world-bank-graduate-scholarships-for-development-related-studies/,https://www.scholars4dev.com/2735/japan-world-bank-graduate-scholarships-for-development-related-studies/,Official,Emmanuel,2026-06-30,no
SCH-028,VLIR-UOS ICP Connect Scholarships in Belgium,VLIR-UOS,Belgium,Masters,Engineering; Computer Science; Data Science; Environmental; Education; Development; Management; Arts; Science,Good academic standing,Fully Funded,"tuition, health insurance, living allowance",1/28 Feb 2026 (annual),Bachelor of Hotel Management • Bachelor of Applied Computer Science • International Master of Science in Agro- and Environmental Nematology • International Master of Science in Rural Development • Master of Aquaculture (IMAQUA) • Master of Epidemiology,English,"Last updated: 19 Jan 2026 | CURRENTLY CLOSED VLIR-UOS Masters Degree Deadline: 1/28 Feb 2026 (annual) Study in: Belgium Course starts Sept 2026 Deadline: 1/28 Feb 2026 (annual) Study in: Belgium Course starts Sept 2026 VLIR-UOS awards ICP Connect Master’s scholarships to students from 30 eligible countries in Africa, Asia and Latin-America to attend one of the study programmes taught in English at one or more Flemish universities or universities of applied sciences and arts. Participating Belgian Flemish university or university college Africa: Benin, Burkina Faso, Burundi, Cameroon, Democratic Republic of the Congo, Ethiopia, Guinea, Kenya, Madagascar, Mali, Morocco, Mozambique, Niger, Rwanda, Senegal, South Africa, Tanzania, Uganda, Zimbabwe Asia: Cambodia, Indonesia, Philippines, Vietnam Latin America: Bolivia, Cuba, Ecuador, Haiti, Nicaragua, Peru The scholarships cover tuition fees,",https://www.scholars4dev.com/2257/vlir-uos-masters-scholarships-for-developing-countries/,https://www.scholars4dev.com/2257/vlir-uos-masters-scholarships-for-developing-countries/,Official,Emmanuel,2026-06-30,no
SCH-029,University of Geneva Excellence Masters Fellowships,University of Geneva,Switzerland,Masters,Arts; Science,Good academic standing,Stipend,,28 Feb 2026 (annual),International students; verify country eligibility on the official site.,English,"Last updated: 19 Jan 2026 | CURRENTLY CLOSED University of Geneva Masters (MS) Degree Deadline: 28 Feb 2026 (annual) Study in: Switzerland Course starts September 2026 Deadline: 28 Feb 2026 (annual) Study in: Switzerland Course starts September 2026 The Faculty of Science of the University of Geneva, in collaboration with several sponsors, has established an Excellence Fellowship Program to support outstanding and highly motivated candidates who intend to pursue a Master of Science in any of the disciplines covered by the Faculty. Master of Science degree in one of the disciplines offered by the Faculty of Science s All students including international students The scholarship value is CHF 10,000-15,000 per year. It is awarded for one year and extended for the regular duration of the chosen Master’s programme (three or four semesters) provided the applicant is academically successful at",https://www.scholars4dev.com/13822/university-of-geneva-excellence-masters-fellowships/,https://www.scholars4dev.com/13822/university-of-geneva-excellence-masters-fellowships/,Official,Emmanuel,2026-06-30,yes
SCH-030,York University International Student Scholarships,York University,Canada,Undergraduate,Engineering; Business; Health; Environmental; Education; Arts; Design; Media; Science,Good academic standing,,"$180,000, $45,000",26 Jan 2026 (annual),International students; verify country eligibility on the official site.,English,"York University Bachelors (BS) Degree Deadline: 26 Jan 2026 (annual) Study in: Canada Next course starts September 2026 Deadline: 26 Jan 2026 (annual) Study in: Canada Next course starts September 2026 York University offers scholarships for international students who would like to take a full-time undergraduate degree at University of York. Any undergraduate degree program that begins in the Fall 2025 term under the following faculties: Arts, Media, Performance & Design; Environmental Studies; Education; Glendon; Health; Lassonde School of Engineering; Liberal Arts & Professional Studies; Science; or the Schulich School of Business President’s International Scholarship of Excellence: 20 President’s International Scholarship of Excellence: $180,000 ($45,000 x 4 years) All scholarships above are renewable for three years of full-time undergraduate study, provided high academic standing is",https://www.scholars4dev.com/3410/international-undergraduate-scholarships-at-york-university/,https://www.scholars4dev.com/3410/international-undergraduate-scholarships-at-york-university/,Official,Emmanuel,2026-06-30,yes
SCH-031,Macquarie Vice-Chancellor’s International Scholarships,Macquarie University,Australia,Undergraduate,Health; Arts,Good academic standing,Fully Funded,"$10,000, tuition, travel allowance, accommodation, living allowance",Ongoing (annual),Achieve a minimum WAM equivalent of 65 for Postgraduate applications; or a minimum ATAR equivalent of 85 for Undergraduate applications.,English,"Macquarie University Bachelors/Masters Degree Deadline: Ongoing (annual) Study in: Australia Next course starts July 2026 Macquarie University Bachelors/Masters Degree Deadline: Ongoing (annual) Study in: Australia Next course starts July 2026 The Macquarie University Vice-Chancellor’s International Scholarship is awarded to recognise academic excellence for international students. This highly competitive scholarship is based on academic merit and awarded to future students. It provides a partial tuition fee scholarship for outstanding students to study an undergraduate or postgraduate degree at Macquarie University. Undergraduate and Postgraduate Programmes offered at the University International students from a country other than Australia or New Zealand The scholarship amount is varied up to AUD$10,000 and will be applied towards your tuition fee. It is not renewable. The scholarships",https://www.scholars4dev.com/1398/macquarie-university-scholarships-for-international-students/,https://www.scholars4dev.com/1398/macquarie-university-scholarships-for-international-students/,Official,Emmanuel,2026-06-30,no
=======
id,name,provider,country,level,field_of_study,min_gpa,funding_type,value,deadline,eligibility,language_req,description,apply_url,source_url,source_type,collected_by,date_added
SCH-008,DAAD Scholarships in Germany for Development-Related Postgraduate Courses,DAAD,Germany,Masters/PhD,Economics; Public Policy; Development Studies; Engineering; Public Health; Agriculture; Environmental Sciences,Good academic standing,Fully Funded,"Monthly stipend, tuition, travel allowance, health insurance",Aug-Oct 2026 (annual),Open to graduates from developing countries including African and Gambian students; usually requires two years of relevant work experience,English/German,"DAAD-funded master's and PhD scholarships at German universities in development-related fields, for professionals from developing countries who want to drive sustainable development at home. Fully funded with stipend, tuition and travel.",https://www.scholars4dev.com/1002/daad-scholarships-for-postgraduate-courses-with-special-relevance-to-developing-countries/,https://www.scholars4dev.com/1002/daad-scholarships-for-postgraduate-courses-with-special-relevance-to-developing-countries/,Official,Emmanuel,2026-06-29
SCH-009,Rhodes Scholarships at Oxford University for International Students,Rhodes Scholarship Fund,UK,Masters/PhD,Any field of study offered at the University of Oxford,Good academic standing,Fully Funded,"Full tuition and college fees, annual living stipend, airfare","varies, July-Oct 2026 (annual)",Outstanding international students with a strong academic record and proven leadership; age and country eligibility apply,English,"The Rhodes Scholarship funds exceptional students for postgraduate study at the University of Oxford, selecting on academic excellence, leadership and service. Fully funded covering fees, a living stipend and travel.",https://www.scholars4dev.com/3667/rhodes-international-scholarships-at-oxford-university/,https://www.scholars4dev.com/3667/rhodes-international-scholarships-at-oxford-university/,Official,Emmanuel,2026-06-29
SCH-010,University of Sydney International Stipend Scholarship (USYDIS),University of Sydney,Australia,Masters/PhD,Research-based Master's and PhD across all disciplines,Good academic standing,Stipend,Living-allowance stipend for the duration of research study,11 Sept/18 Dec 2026,International students undertaking research degrees who meet admission and academic merit requirements,English,"A living-allowance stipend supporting international students pursuing research master's or PhD study at the University of Sydney, awarded on academic merit across all research disciplines.",https://www.scholars4dev.com/2053/international-scholarships-at-university-of-sydney/,https://www.scholars4dev.com/2053/international-scholarships-at-university-of-sydney/,Official,Emmanuel,2026-06-29
SCH-011,Fulbright Foreign Student Program in USA,USA Government,US,Masters/PhD,Most academic fields except clinical medicine,Good academic standing,Fully Funded,"Tuition, living stipend, airfare, health benefits","varies, Feb-Oct 2026",Non-US graduate students and young professionals; applied through the US Embassy in the home country; commitment to return home after study,English,"The US government's flagship Fulbright program funds international students for graduate study in the United States, selecting on academic merit and leadership. Fully funded and applied for through the home-country US Embassy.",https://www.scholars4dev.com/2876/usa-fulbright-scholarships-for-international-students/,https://www.scholars4dev.com/2876/usa-fulbright-scholarships-for-international-students/,Official,Emmanuel,2026-06-29
SCH-012,DAAD Helmut-Schmidt Masters Scholarships for Public Policy and Good Governance,DAAD,Germany,Masters,Public Policy; Good Governance; Political Science; Public Administration; Law; Economics; Development,Good academic standing,Fully Funded,"Monthly stipend, tuition, travel, health insurance",31 July 2026 (annual),Graduates from developing countries committed to public-sector and governance careers in their home country,English,"A fully funded DAAD master's scholarship in public policy and good governance for future leaders from developing countries, designed to strengthen democratic governance and development back home.",https://www.scholars4dev.com/1010/daad-ms-scholarships-for-public-policy-and-good-governance-ppgg/,https://www.scholars4dev.com/1010/daad-ms-scholarships-for-public-policy-and-good-governance-ppgg/,Official,Emmanuel,2026-06-29
SCH-013,Adelaide Global Academic Excellence Scholarships for International Students,University of Adelaide,Australia,Bachelors/Masters,Most undergraduate and postgraduate coursework programs,Good academic standing,Partial,Partial tuition fee reduction based on academic merit,22 May 2026 (annual),High-achieving international students who meet the University of Adelaide entry requirements,English,"A merit-based tuition reduction for high-achieving international students at the University of Adelaide, awarded automatically on academic results across most programs.",https://www.scholars4dev.com/6711/university-of-adelaide-scholarships-for-international-students/,https://www.scholars4dev.com/6711/university-of-adelaide-scholarships-for-international-students/,Official,Emmanuel,2026-06-29
SCH-014,University of New South Wales International Scholarships,University of New South Wales,Australia,Bachelors/Masters,Most undergraduate and postgraduate programs,Good academic standing,Partial,Partial tuition scholarship awarded on academic merit,18 June 2026 (Annual),International students with strong academic results who meet UNSW entry requirements,English,"Merit-based tuition scholarships for international students at UNSW Sydney, recognising strong academic achievement across a wide range of programs.",https://www.scholars4dev.com/23382/unsw-international-scholarships/,https://www.scholars4dev.com/23382/unsw-international-scholarships/,Official,Emmanuel,2026-06-29
SCH-015,The Glenmore Medical Postgraduate Scholarship at the University of Edinburgh,University of Edinburgh,UK,Masters,Medicine; Medical Sciences; Public Health; Clinical postgraduate programs,Good academic standing,Partial,Contribution towards postgraduate medical tuition fees,28 May 2026 (annual),International postgraduate students admitted to eligible medical programmes at the University of Edinburgh,English,"A postgraduate award for international students studying medicine and medical sciences at the University of Edinburgh, contributing towards tuition for taught medical master's programmes.",https://www.scholars4dev.com/15839/the-glenmore-medical-postgraduate-scholarship-at-the-university-of-edinburgh/,https://www.scholars4dev.com/15839/the-glenmore-medical-postgraduate-scholarship-at-the-university-of-edinburgh/,Official,Emmanuel,2026-06-29
SCH-016,Bocconi Graduate Graduate Award,Bocconi University,Italy,Masters,Economics; Finance; Management; Business; Data Science; Law,Good academic standing,Partial,Full or partial tuition waiver based on merit and need,2026-04-29,International students admitted to Bocconi master's programmes; awarded on merit and financial need,English,"Merit- and need-based tuition awards for international students in economics, finance, management and data science master's programmes at Bocconi University in Milan.",https://www.scholars4dev.com/7574/scholarships-in-italy-for-international-students-at-bocconi-univiersity/,https://www.scholars4dev.com/7574/scholarships-in-italy-for-international-students-at-bocconi-univiersity/,Official,Emmanuel,2026-06-29
SCH-017,Australia Research Training Program (RTP) Scholarships,Australian Government,Australia,Masters/PhD,Research Master's and PhD across all disciplines,Good academic standing,Fully Funded,"Tuition offset, living stipend, health cover","varies, April-Oct (annual)",Domestic and international students undertaking research degrees at participating Australian universities,English,Australian Government Research Training Program scholarships fund research master's and PhD students with tuition support and a living stipend at Australian universities across all research fields.,https://www.scholars4dev.com/3023/international-postgraduate-scholarships-at-australian-universities/,https://www.scholars4dev.com/3023/international-postgraduate-scholarships-at-australian-universities/,Official,Emmanuel,2026-06-29
SCH-018,IOE Centenary Masters Scholarships,IOE/ISH,UK,Masters,Education; Teaching; Pedagogy; Social Sciences,Good academic standing,Fully Funded,Tuition fees and accommodation,4 May 2026 (annual),"Students from developing countries admitted to a UCL Institute of Education master's, not ordinarily resident in the UK",English,"Fully funded master's scholarships at UCL's Institute of Education in London for students from lower-income countries, covering tuition and accommodation, focused on education and teaching.",https://www.scholars4dev.com/10515/ioe-ish-centenary-masters-scholarships-for-international-students/,https://www.scholars4dev.com/10515/ioe-ish-centenary-masters-scholarships-for-international-students/,Official,Emmanuel,2026-06-29
SCH-019,Italian Government Scholarships for Foreign Students,Italian Government,Italy,Masters/PhD,Arts; Sciences; Engineering; Humanities; Music; Design,Good academic standing,Stipend,"Monthly maintenance allowance, tuition fee exemption, health insurance",26 March 2026 (annual),International students and researchers; some programmes require Italian language proficiency,Italian/English,"Italian Government scholarships for foreign students offering a monthly allowance, tuition exemption and insurance for study at Italian universities and institutes across many disciplines.",https://www.scholars4dev.com/3282/italian-government-scholarships-for-international-students/,https://www.scholars4dev.com/3282/italian-government-scholarships-for-international-students/,Official,Emmanuel,2026-06-29
SCH-020,Padua International Excellence Scholarship Programme,University of Padua,Italy,Bachelors/Masters,Most master's and bachelor's degree programmes,Good academic standing,Partial,Annual scholarship instalments based on merit,10 Apr/2 May 2026 (annual),High-achieving international students enrolling at the University of Padua,English/Italian,"Merit scholarships for outstanding international students at the University of Padua, paid as annual instalments across a broad range of bachelor's and master's programmes.",https://www.scholars4dev.com/23000/padova-international-excellence-scholarship-programme/,https://www.scholars4dev.com/23000/padova-international-excellence-scholarship-programme/,Official,Emmanuel,2026-06-29
SCH-021,Glasgow International Leadership Scholarships,Glasgow University,UK,Masters,Most postgraduate taught master's programmes,Good academic standing,Partial,Tuition fee discount for international students,admissions deadline (annual),International students holding an offer for an eligible Glasgow master's programme,English,"A tuition discount for international postgraduate students at the University of Glasgow, recognising academic excellence and leadership across most taught master's programmes.",https://www.scholars4dev.com/22676/glasgow-international-leadership-scholarship/,https://www.scholars4dev.com/22676/glasgow-international-leadership-scholarship/,Official,Emmanuel,2026-06-29
SCH-022,Melbourne International Undergraduate Scholarships,University of Melbourne,Australia,Bachelors,Undergraduate programs across all faculties,Good academic standing,Partial,Partial tuition fee remission based on merit,31 May/31 Oct 2026,International undergraduate students with outstanding academic results,English,"Merit-based tuition scholarships for international undergraduate students at the University of Melbourne, awarded on academic excellence across all faculties.",https://www.scholars4dev.com/16130/melbourne-international-undergraduate-scholarships/,https://www.scholars4dev.com/16130/melbourne-international-undergraduate-scholarships/,Official,Emmanuel,2026-06-29
SCH-023,Rotary Foundation Global Scholarship Grants for Development,Rotary Foundation,Various,Masters/PhD,Peacebuilding; Disease prevention; Water and sanitation; Maternal and child health; Education; Economic and community development; Environment,Good academic standing,Fully Funded,Funds tuition and related costs for graduate study in a Rotary area of focus,Rolling**,Graduate students whose study aligns with a Rotary area of focus and who are sponsored by a local Rotary club,English,"Rotary Foundation global grants fund graduate study and projects addressing Rotary's areas of focus such as health, clean water, education and community development, in partnership with local Rotary clubs.",https://www.scholars4dev.com/3902/rotary-international-ambassadorial-scholarships/,https://www.scholars4dev.com/3902/rotary-international-ambassadorial-scholarships/,Official,Emmanuel,2026-06-29
SCH-024,UAL/ISH International Postgraduate Scholarships,University of the Arts London,UK,Masters,Art; Design; Fashion; Media; Communication; Creative Arts,Good academic standing,Partial,Tuition contribution and accommodation support,27 March/26 June 2026 (annual),International postgraduate students at University of the Arts London facing financial need,English,"Scholarships for international postgraduate students at University of the Arts London in art, design and media, offering tuition support and accommodation for talented creatives.",https://www.scholars4dev.com/11659/ishual-graduate-scholarships-for-international-students/,https://www.scholars4dev.com/11659/ishual-graduate-scholarships-for-international-students/,Official,Emmanuel,2026-06-29
SCH-026,University of the People Online Tuition Free Degrees,University of the People,Online,Bachelors,Computer Science; Business Administration; Health Science; Education,Good academic standing,Tuition-Free,Tuition-free online degrees; small assessment fees may apply,19 Mar/28 May 2026 (annual),"Students worldwide with a high-school qualification and English proficiency, including students in The Gambia",English,"An accredited, tuition-free online university offering degrees in computer science, business, health science and education, making higher education accessible to students anywhere, including across Africa.",https://www.scholars4dev.com/3630/free-online-education-at-university-of-the-people/,https://www.scholars4dev.com/3630/free-online-education-at-university-of-the-people/,Official,Emmanuel,2026-06-29
SCH-027,Manaaki New Zealand Scholarships for International Students,NZAID,New Zealand,Bachelors/Masters/PhD,Sustainable Development; Agriculture; Public Sector; Renewable Energy; Health; Education,Good academic standing,Fully Funded,"Tuition, living allowance, airfare, establishment grant, insurance",31 March 2026 (annual),"Citizens of eligible developing countries including African nations, committed to returning home to contribute to development",English,"New Zealand Government scholarships funding students from developing countries, including Africa, for study in fields tied to home-country development. Fully funded with tuition, living costs and travel.",https://www.scholars4dev.com/2786/new-zealand-development-scholarships-for-africans-asians-latin-americans-and-pacific-islanders/,https://www.scholars4dev.com/2786/new-zealand-development-scholarships-for-africans-asians-latin-americans-and-pacific-islanders/,Official,Emmanuel,2026-06-29
SCH-028,Aga Khan Foundation International Scholarship Programme,Aga Khan Foundation,Various,Masters/PhD,Most postgraduate fields,Good academic standing,Partial,50% grant and 50% loan covering tuition and living costs,31 Mar 2026 (annual),"Outstanding students from selected developing countries with no other means of funding, at postgraduate level",English/French,"The Aga Khan Foundation International Scholarship Programme supports outstanding postgraduate students from developing countries on a 50% grant, 50% loan basis, for study in any field.",https://www.scholars4dev.com/2467/aga-khan-international-scholarships-for-developing-countrie/,https://www.scholars4dev.com/2467/aga-khan-international-scholarships-for-developing-countrie/,Official,Emmanuel,2026-06-29
SCH-029,Australia Awards Scholarships,Australian Government,Australia,Bachelors/Masters/PhD,Health; Education; Governance; Infrastructure; Agriculture; Development,Good academic standing,Fully Funded,"Full tuition, return airfare, living allowance, health cover",30 April 2026 (annual),"Citizens of eligible developing countries including African nations, committed to contributing to development at home",English,"Australia Awards are fully funded Australian Government scholarships for students from developing countries, including Africa, prioritising fields linked to home-country development. Covers tuition, travel and living costs.",https://www.scholars4dev.com/3253/australia-awards-scholarships/,https://www.scholars4dev.com/3253/australia-awards-scholarships/,Official,Emmanuel,2026-06-29
SCH-030,Government of Flanders Master Mind Scholarships for International Students,Government of Flanders,Belgium,Masters,All master's programmes at Flemish universities,Good academic standing,Partial,Annual grant towards tuition and living costs,Feb-April 2026 (annual),Outstanding international students enrolling in a master's programme in Flanders,English,"Government of Flanders scholarships rewarding outstanding international students for master's study at Flemish universities in Belgium, contributing to tuition and living costs.",https://www.scholars4dev.com/14865/government-of-flanders-master-mind-scholarships-for-international-students/,https://www.scholars4dev.com/14865/government-of-flanders-master-mind-scholarships-for-international-students/,Official,Emmanuel,2026-06-29
SCH-031,Science@Leuven Scholarships for International Students,K.U. Leuven Faculty of Science,Belgium,Masters,Science; Mathematics; Physics; Chemistry; Biology; Computer Science,Good academic standing,Partial,Full or partial scholarship towards tuition and living costs,15 Feb 2026 (annual),International students with excellent results applying to a master's in the Faculty of Science at KU Leuven,English,"Scholarships for international students pursuing a master's in the sciences at KU Leuven in Belgium, awarded on academic excellence and covering part or all of study costs.",https://www.scholars4dev.com/3222/science-scholarships-for-international-students-at-ku-leuven/,https://www.scholars4dev.com/3222/science-scholarships-for-international-students-at-ku-leuven/,Official,Emmanuel,2026-06-29
SCH-032,Université Paris-Saclay International Master’s Scholarships,Université Paris-Saclay,France,Masters,Science; Engineering; Mathematics; Computer Science; Economics,Good academic standing,Stipend,Monthly stipend for the duration of the master's programme,25/31 March 2026 (annual),International students admitted to an eligible Paris-Saclay master's programme,English/French,"Universite Paris-Saclay offers monthly-stipend scholarships to international master's students in science, engineering and related fields at one of France's leading research universities.",https://www.scholars4dev.com/15259/universite-paris-saclay-international-masters-scholarships-2/,https://www.scholars4dev.com/15259/universite-paris-saclay-international-masters-scholarships-2/,Official,Emmanuel,2026-06-29
SCH-033,Joint Japan World Bank Graduate Scholarship Program,Japan Gov’t/World Bank,Various,Masters,Economics; Public Policy; Health; Education; Infrastructure; Development,Good academic standing,Fully Funded,"Tuition, monthly living stipend, airfare, health insurance",27 Feb/29 May 2026 (annual),Professionals from developing countries with several years of development-related work experience pursuing a development-related master's,English,"The Joint Japan/World Bank Graduate Scholarship Program fully funds mid-career professionals from developing countries for a development-related master's, building expertise that supports home-country development.",https://www.scholars4dev.com/2735/japan-world-bank-graduate-scholarships-for-development-related-studies/,https://www.scholars4dev.com/2735/japan-world-bank-graduate-scholarships-for-development-related-studies/,Official,Emmanuel,2026-06-29
SCH-034,VLIR-UOS ICP Connect Scholarships in Belgium,VLIR-UOS,Belgium,Masters,Public Health; Agriculture; Water; Governance; Development-relevant Master's,Good academic standing,Fully Funded,"Tuition, living allowance, travel, insurance",1/28 Feb 2026 (annual),"Students from eligible developing countries, including African nations, applying to selected master's programmes in Flanders",English,"VLIR-UOS scholarships fully fund students from developing countries for development-focused master's programmes at universities in Flanders, Belgium, to help tackle global development challenges.",https://www.scholars4dev.com/2257/vlir-uos-masters-scholarships-for-developing-countries/,https://www.scholars4dev.com/2257/vlir-uos-masters-scholarships-for-developing-countries/,Official,Emmanuel,2026-06-29
SCH-035,University of Geneva Excellence Masters Fellowships,University of Geneva,Switzerland,Masters,Science; Chemistry; Physics; Biology; Computer Science; Mathematics,Good academic standing,Stipend,Per-semester excellence fellowship towards study costs,28 Feb 2026 (annual),Top international students admitted to a Faculty of Science master's at the University of Geneva,English/French,"Excellence fellowships for outstanding international students in the sciences at the University of Geneva, providing a per-semester stipend to support master's study in Switzerland.",https://www.scholars4dev.com/13822/university-of-geneva-excellence-masters-fellowships/,https://www.scholars4dev.com/13822/university-of-geneva-excellence-masters-fellowships/,Official,Emmanuel,2026-06-29
SCH-036,York University International Student Scholarships,York University,Canada,Bachelors,Undergraduate programs across faculties,Good academic standing,Partial,Renewable entrance scholarship towards tuition,26 Jan 2026 (annual),High-achieving international undergraduate applicants to York University,English,"Renewable entrance scholarships for high-achieving international undergraduate students at York University in Canada, recognising academic excellence across faculties.",https://www.scholars4dev.com/3410/international-undergraduate-scholarships-at-york-university/,https://www.scholars4dev.com/3410/international-undergraduate-scholarships-at-york-university/,Official,Emmanuel,2026-06-29
SCH-037,Macquarie Vice-Chancellor’s International Scholarships,Macquarie University,Australia,Bachelors/Masters,Most undergraduate and postgraduate coursework programs,Good academic standing,Partial,Partial tuition scholarship awarded on merit,Ongoing (annual),International students with strong academic results commencing at Macquarie University,English,Macquarie University Vice-Chancellor's scholarships offer partial tuition support to international students with strong academic records across most coursework programs.,https://www.scholars4dev.com/1398/macquarie-university-scholarships-for-international-students/,https://www.scholars4dev.com/1398/macquarie-university-scholarships-for-international-students/,Official,Emmanuel,2026-06-29
SCH-002,Chinese Government Scholarship (CSC),China Scholarship Council,China,Any,Engineering; Computer Science; Medicine (MBBS); Business; Agriculture,Consistent academic standing,Fully Funded,Tuition + accommodation + monthly stipend + insurance,2026-03-31,Open to non-Chinese citizens; African students eligible via Type A/B routes,Chinese Or English,"China's national fully funded scholarship covering tuition, housing and stipend.",https://www.campuschina.org,https://www.campuschina.org,Official,Joshua,2026-06-23
SCH-003,Moroccan Government Scholarship (AMCI),Agence Marocaine de Coopération Internationale,Morocco,Any,Science; Engineering; Humanities; Social Sciences; Medicine,Good academic standing,Fully Funded,Tuition + housing support + healthcare,2026-07-22,Available through partner-country nominations,French,Scholarship for international students at Moroccan public universities.,https://www.amci.ma,https://www.amci.ma,Official,Joshua,2026-06-23
SCH-004,Fulbright Foreign Student Program,U.S. Department of State,US,Masters,Most fields,Strong academic record,Fully Funded,Tuition + living stipend + airfare + health benefits,2026-08-06,Graduate students and young professionals,English,Prestigious U.S. scholarship for international graduate study.,https://foreign.fulbrightonline.org,https://foreign.fulbrightonline.org,Official,Joshua,2026-06-23
SCH-005,Commonwealth Shared Scholarship,Commonwealth Scholarship Commission,UK,Masters,Development-related Master's fields,Upper second-class degree,Fully Funded,Tuition + airfare + living stipend,2025-12-10,Citizens of eligible Commonwealth countries,English,UK government and university funded Master's scholarships.,https://cscuk.fcdo.gov.uk,https://cscuk.fcdo.gov.uk,Official,Joshua,2026-06-23
SCH-006,Mastercard Foundation Scholars Program at University of Cambridge,University of Cambridge / Mastercard Foundation,UK,Masters,Climate science and related Master's programs,Strong academic merit,Fully Funded,Full tuition + stipend + travel,2026-01-07,African students with leadership potential,English,Supports talented African students pursuing graduate study at Cambridge.,https://www.mastercardfdn.org,https://www.mastercardfdn.org,Official,Joshua,2026-06-23
>>>>>>> kofi-fork
